date,Mkt-RF,SMB,HML,RMW,CMA,MOM,RF
2023-04-03,0.0027455539638791986,-0.004081940517654816,0.001553423033970959,0.010097828879038614,0.004892407035246979,0.01601040470249389,0.00018134921316116578
2023-04-04,-0.006950873747561144,-0.010904954961289747,-0.006867553205304586,0.0003252896417185302,-0.0038816864911065145,-0.012174816441341801,0.0001876190541282533
2023-04-05,-0.0016687149463435718,-0.006442430160516186,0.005776946690736679,0.0063546567729762405,0.010216005728212565,0.008588174611213216,0.0001867063461788117
2023-04-06,0.002938879339095348,-0.0007915276602501187,0.0021559323514993498,-0.0017103134339921918,-0.0005643190433014557,-0.009020529576120397,0.00018690476341853067
2023-04-10,0.0027924706445380003,0.0081396836870436,0.0018594617875193867,-0.004992752275975284,0.00030025237366100924,0.004468682111073892,0.00019198411986941384
2023-04-11,0.0031445847153323755,0.006160744618150764,0.007014492381087207,-0.0012179945577189535,0.005373241173337427,0.0015615409052833233,0.00019365079819209992
2023-04-12,-0.004656539314776588,-0.004633568484186796,-0.0002909768321499419,0.0017109511128670036,0.007452971254443766,0.0137653010356921,0.0001928571481553335
2023-04-13,0.011946160324226872,-0.0013512370140008317,-0.01007599636679313,0.004287279374519334,-0.009731064164653327,-0.00972743975042667,0.00019265873091561453
2023-04-14,-0.0019587442656766436,-0.007226723828220592,0.010562135124968647,-0.005214660572373957,0.0066977800840943,0.00406959594250984,0.00019456348721943204
2023-04-17,0.0035228660116063937,0.006188220275537381,0.008236309817455326,-0.015273095938955684,0.004585991778073112,-0.003845991799777039,0.00019535713725619844
2023-04-18,-0.001023590214609228,-0.004527760846051284,-0.0001306425756616526,-0.003781161309869172,0.0027300466599841063,0.008875058717830222,0.00019960318292890276
2023-04-19,0.00010940946875711251,0.005412066077697589,-6.474372578375224e-05,-0.009108639099411493,0.004968319056824543,-0.006785588131429923,0.00019821428117297945
2023-04-20,-0.007624928729064244,0.0012918508809297716,-0.003956373255296146,0.0012126050861539783,0.007545246546876418,0.008363365450058962,0.00019623016554211814
2023-04-21,0.0012679091431291548,-0.002562877108014357,-0.009477679080028846,0.0027717528170642988,-0.005492109646183409,-0.0023055072091810536,0.00019642856385972766
2023-04-24,0.0007523049142607822,-0.0020697351926078607,-7.666205069008464e-05,0.00572391860746853,0.001099417786766142,0.005409530191076154,0.00019337302162533715
2023-04-25,-0.01660094091712549,-0.008160224335742983,-0.003012613668229129,0.0075684888720926775,0.004846700073687003,0.00868221394384909,0.0001965476217724028
2023-04-26,-0.010202678517330546,0.0006851662899240302,0.00016953511918195094,-0.008823174019410338,-0.0046886890348638915,-0.007742127296017709,0.00019781746561565097
2023-04-27,0.019580907999697268,-0.003729116073501959,0.000952973428784868,5.349276446507331e-05,-0.016165929188438163,-0.014102116063974806,0.0001984126984126984
2023-04-28,0.00780884177198276,0.0033135526417164135,0.006620239433320808,-0.0033491134991245307,0.004327509416017169,-0.001993110060992181,0.00019535713725619844
2023-05-01,-0.0005764136453166334,-0.001498357958711504,-0.0056583216248096025,0.007948940475364567,0.010520358530160643,0.016751219261852413,0.00019305554647294302
2023-05-02,-0.013552407114168155,-0.007672680545431937,-0.017438255700887598,0.005221746996816719,0.00022716855639113957,0.00988779360023144,0.00019999999848623124
2023-05-03,-0.005893605289598826,0.004541628102389253,-0.005918950973407627,0.0037552439826409063,-0.0018282590766566477,0.00020055038352620024,0.00020218253135681152
2023-05-04,-0.007486239863935002,-0.009807395474088893,-0.015927341962447154,0.0039874279196103115,-0.0050552497434012975,0.004203807945097549,0.0002005952312832787
2023-05-05,0.016885980974602147,0.010735224054322309,0.010652225488882661,-0.0036385256617249215,-0.00337866814516799,-0.010534457938227555,0.00020158729855976408
2023-05-08,0.00121268293266888,-0.006398890212443205,-0.0021295549518618394,-0.00017483194122408507,-0.004016092306497713,0.006057007375054724,0.00020170635647243925
2023-05-09,-0.0033761277658706868,-0.0011811082005725245,-0.002044112667829479,-0.003798973943535886,-0.0018108958467490147,-0.0008093448268561808,0.00020329365654597208
2023-05-10,0.0032409859082754874,-0.001061894431044473,-0.011178042857810046,-0.00041983983993197724,-0.007414662889082103,0.0011812364227773995,0.00020099206576271663
2023-05-11,-0.0012663929807875136,-0.00890085438681633,-0.007331680164387222,0.0027869309004174125,-0.0036560469068339786,-1.1261536756526636e-05,0.00019900793120974586
2023-05-12,-0.001896458585101362,-0.0011971916144996242,-0.002421262692553702,0.0013898754460328585,0.0034001786244203793,0.004145600384072355,0.00019952380467974952
2023-05-15,0.0038082088104120027,0.008908698826214482,0.009527519207247382,-0.008483087826126634,0.000648454712733882,-0.005546176162580647,0.0001984126984126984
2023-05-16,-0.00911031445837236,-0.006105068637983969,-0.00843405995925052,0.0006499063855633473,-0.004008738686554247,0.006305170284278835,0.00020071428919595384
2023-05-17,0.013920407914571225,0.012304889670678436,0.014596150907546734,-0.0093249837971246,-0.0014216216992107948,-0.013381341354099976,0.00020190475479004875
2023-05-18,0.008271085676105239,-0.001234369631628711,-0.004603933108369856,0.0009582030947139462,-0.007598772025816334,-0.0013347262949722806,0.00020337301587301587
2023-05-19,-0.002643143832390523,-0.007258940617641032,-0.0045523479487236725,0.004016922350128608,0.001973343288126511,0.005488980401967158,0.00020178571579948303
2023-05-22,0.0022137531212323186,0.009081843041807789,0.006781736459571376,-0.005046417933031955,-0.006842146512839777,-0.011585386093125486,0.00020218253135681152
2023-05-23,-0.009713088604133375,0.0060605932432513335,0.009444328910165757,-0.003163436717632466,-0.00275959636681488,-0.007372559704024208,0.00020448412214006697
2023-05-24,-0.008037086794749218,-0.005064178386153092,-0.007609480544518794,0.0033471698538309475,-0.007854205140395809,0.004777181153662215,0.00020575396598331513
2023-05-25,0.003131669225154495,-0.010289976043618775,-0.016785821945910256,0.013805119100898084,-0.004603123368634048,0.02233780387584645,0.00020488095661950491
2023-05-26,0.010241707740421099,-0.000577908820715848,-0.0025068368289582286,-0.0063271923720390555,-0.015178227211146422,-0.0058488387272339695,0.00020297618139357795
2023-05-30,-0.0003703732649915308,-0.0035281038773070554,-8.77461018563867e-05,-0.002111754987790989,-0.006029698642739371,-0.005598077339272838,0.00020408730658273848
2023-05-31,-0.005941786050906901,-0.006572400452525639,-0.005418900707147263,-0.00013902873817735108,-0.0024696565867854646,-0.0038384978076915852,0.0002082539740062895
2023-06-01,0.009876181812972194,-0.0009199723628426672,-0.004860311593437161,0.003154344634647588,-0.004027982217343485,0.0009800575424746983,0.00020646825669303775
2023-06-02,0.017329415312008933,0.023737458218334898,0.0116450873815921,-0.003885752947348064,0.0055467067654543616,-0.01165910960698726,0.00020694445049951947
2023-06-05,-0.002077338674209209,-0.014024931566337072,-0.005847253170579177,0.005102955961950045,-0.0038106700767519034,0.0023578921157726297,0.00020408730658273848
2023-06-06,0.005455921693771602,0.02349518762394767,0.017839094978585473,-0.013428079872931252,-0.0032689726243590265,-0.01320343845466946,0.00020468253937978596
2023-06-07,-0.0006377623836748632,0.022575731190570537,0.024073572758527093,-0.0009161633199888078,0.013241658495074892,-0.013051053892691077,0.00020448412214006697
2023-06-08,0.00552202915707648,-0.010887181177707334,-0.013857253365550442,0.006193138395017341,-0.009687666549331203,0.004288878895374165,0.00020238094859653048
2023-06-09,-8.799444861618806e-05,-0.007895640942580905,-0.004458915164406046,0.002409491565518415,-0.0024573937410305034,0.0007978947352867216,0.00020218253135681152
2023-06-12,0.0067387475930288515,-0.004198001517558624,-0.012116359307288042,0.0012242666731889914,-0.01045561165957786,-0.0015375207585961986,0.00020218253135681152
2023-06-13,0.00822646652106922,0.004630219053419581,0.0007003605304336073,0.0040738795913952824,0.00026343733398704293,-0.008005935223334005,0.00020238094859653048
2023-06-14,-0.0017495865241631825,-0.009599363609026586,-0.012417226746414167,0.0027902731806718215,0.00034215823281159245,0.009379522361629176,0.00020158729855976408
2023-06-15,0.010850374799515937,-0.0012759058784270784,0.0017709116074413282,-0.0011344621079011023,0.003124117592248135,-0.00514914387008503,0.0002005952312832787
